latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
12.7827,105.4222,316.9,1.0,1.0,2020-06-24,622,Aqua,MODIS,33,6.03,291.7,7.0,D,0
12.9316,101.1098,315.6,1.8,1.3,2020-06-24,622,Aqua,MODIS,43,6.03,294.0,14.0,D,0
11.0352,103.7153,331.2,1.3,1.1,2020-06-24,621,Aqua,MODIS,82,6.03,294.4,30.8,D,0
14.1724,99.0991,320.6,2.4,1.5,2020-06-24,622,Aqua,MODIS,29,6.03,296.5,33.9,D,0
15.1876,104.8587,325.9,1.0,1.0,2020-06-24,622,Aqua,MODIS,28,6.03,303.7,11.5,D,2
14.8915,100.1439,320.7,2.0,1.4,2020-06-24,622,Aqua,MODIS,38,6.03,297.1,23.6,D,0
14.8954,100.1364,318.9,2.0,1.4,2020-06-24,622,Aqua,MODIS,27,6.03,296.5,22.4,D,0
12.7946,103.9633,323.8,1.2,1.1,2020-06-24,622,Aqua,MODIS,43,6.03,300.9,13.9,D,0
10.4701,105.2489,322.7,1.1,1.0,2020-06-24,621,Aqua,MODIS,74,6.03,295.1,15.3,D,0
11.1412,104.3273,315.4,1.2,1.1,2020-06-24,621,Aqua,MODIS,25,6.03,292.3,6.9,D,0
11.0364,103.7203,320.4,1.3,1.1,2020-06-24,621,Aqua,MODIS,70,6.03,294.3,13.3,D,0
13.5792,100.9299,318.7,1.8,1.3,2020-06-24,622,Aqua,MODIS,31,6.03,296.4,14.0,D,2
12.7784,104.045,319.6,1.9,1.4,2020-06-24,318,Terra,MODIS,47,6.03,295.5,23.4,D,0
12.7148,105.9593,300.8,1.0,1.0,2020-06-24,1836,Aqua,MODIS,33,6.03,284.8,3.7,N,0
14.0354,103.6776,318.2,2.2,1.4,2020-06-24,318,Terra,MODIS,57,6.03,293.7,15.4,D,0
10.021,105.7582,322.2,1.1,1.0,2020-06-24,621,Aqua,MODIS,0,6.03,297.7,10.2,D,2
11.278,104.621,317.1,1.1,1.1,2020-06-24,621,Aqua,MODIS,60,6.03,293.4,7.2,D,0
11.1412,104.3273,315.4,1.2,1.1,2020-06-24,621,Aqua,MODIS,25,6.03,292.3,6.9,D,0
11.0346,103.7088,325.1,1.3,1.1,2020-06-24,621,Aqua,MODIS,76,6.03,294.7,20.2,D,0
11.0364,103.7203,320.4,1.3,1.1,2020-06-24,621,Aqua,MODIS,70,6.03,294.3,13.3,D,0
11.0352,103.7153,331.2,1.3,1.1,2020-06-24,621,Aqua,MODIS,82,6.03,294.4,30.8,D,0
10.4701,105.2489,322.7,1.1,1.0,2020-06-24,621,Aqua,MODIS,74,6.03,295.1,15.3,D,0
10.0235,105.0843,314.8,1.1,1.1,2020-06-24,621,Aqua,MODIS,23,6.03,292.3,6.5,D,2
10.4486,105.3377,318.4,1.1,1.0,2020-06-24,621,Aqua,MODIS,40,6.03,296.7,10.1,D,0
12.7827,105.4222,316.9,1.0,1.0,2020-06-24,622,Aqua,MODIS,33,6.03,291.7,7.0,D,0
14.8954,100.1364,318.9,2.0,1.4,2020-06-24,622,Aqua,MODIS,27,6.03,296.5,22.4,D,0
10.3771,105.4281,319.3,1.1,1.0,2020-06-24,621,Aqua,MODIS,66,6.03,296.1,9.9,D,2
15.1876,104.8587,325.9,1.0,1.0,2020-06-24,622,Aqua,MODIS,28,6.03,303.7,11.5,D,2
18.6403,105.4772,315.3,1.2,1.1,2020-06-24,1835,Aqua,MODIS,91,6.03,280.3,15.3,N,0
20.6293,105.8804,308.7,1.0,1.0,2020-06-24,624,Aqua,MODIS,39,6.03,274.2,3.7,D,0
14.8915,100.1439,320.7,2.0,1.4,2020-06-24,622,Aqua,MODIS,38,6.03,297.1,23.6,D,0
18.4634,105.4002,328.5,1.0,1.0,2020-06-24,623,Aqua,MODIS,82,6.03,292.8,17.3,D,0
16.4334,103.5081,324.9,1.1,1.1,2020-06-24,623,Aqua,MODIS,50,6.03,300.1,12.0,D,2
18.4723,105.3988,320.3,1.0,1.0,2020-06-24,623,Aqua,MODIS,62,6.03,293.4,8.2,D,0
12.7946,103.9633,323.8,1.2,1.1,2020-06-24,622,Aqua,MODIS,43,6.03,300.9,13.9,D,0
12.9316,101.1098,315.6,1.8,1.3,2020-06-24,622,Aqua,MODIS,43,6.03,294.0,14.0,D,0
13.5792,100.9299,318.7,1.8,1.3,2020-06-24,622,Aqua,MODIS,31,6.03,296.4,14.0,D,2
14.1724,99.0991,320.6,2.4,1.5,2020-06-24,622,Aqua,MODIS,29,6.03,296.5,33.9,D,0
12.3969,105.6849,322.1,1.0,1.0,2020-06-24,622,Aqua,MODIS,70,6.03,296.5,10.0,D,0
14.3756,100.8403,312.0,1.1,1.0,2020-06-25,401,Terra,MODIS,61,6.03,283.7,5.5,D,2
15.2165,104.6607,313.2,1.7,1.3,2020-06-25,400,Terra,MODIS,63,6.03,278.0,16.2,D,0
12.848,104.4813,321.2,1.8,1.3,2020-06-25,401,Terra,MODIS,42,6.03,294.2,23.2,D,0
12.8391,105.1551,325.6,2.1,1.4,2020-06-25,401,Terra,MODIS,79,6.03,287.2,46.5,D,0
12.8423,105.1366,321.2,2.1,1.4,2020-06-25,401,Terra,MODIS,74,6.03,286.9,31.2,D,0
13.0774,105.9171,313.6,2.3,1.5,2020-06-25,401,Terra,MODIS,61,6.03,286.7,26.3,D,0
10.6658,98.4665,314.1,1.0,1.0,2020-06-25,402,Terra,MODIS,0,6.03,284.4,8.4,D,0
