,date,PM2.5,date_utc,url_date,wind
546,2020-07-23 18:00:00,13.0,2020-07-23 11:00:00,2020/07/23/1100Z,185° @ 10
547,2020-07-23 19:00:00,12.0,2020-07-23 12:00:00,2020/07/23/1200Z,195° @ 10
548,2020-07-23 20:00:00,11.0,2020-07-23 13:00:00,2020/07/23/1300Z,195° @ 10
549,2020-07-23 21:00:00,17.0,2020-07-23 14:00:00,2020/07/23/1400Z,195° @ 10
550,2020-07-23 22:00:00,17.0,2020-07-23 15:00:00,2020/07/23/1500Z,205° @ 11
551,2020-07-23 23:00:00,13.0,2020-07-23 16:00:00,2020/07/23/1600Z,205° @ 11
552,2020-07-24 00:00:00,15.0,2020-07-23 17:00:00,2020/07/23/1700Z,205° @ 11
553,2020-07-24 01:00:00,17.0,2020-07-23 18:00:00,2020/07/23/1800Z,190° @ 13
554,2020-07-24 02:00:00,16.0,2020-07-23 19:00:00,2020/07/23/1900Z,190° @ 13
555,2020-07-24 03:00:00,14.0,2020-07-23 20:00:00,2020/07/23/2000Z,190° @ 13
556,2020-07-24 04:00:00,17.0,2020-07-23 21:00:00,2020/07/23/2100Z,200° @ 9
557,2020-07-24 05:00:00,16.0,2020-07-23 22:00:00,2020/07/23/2200Z,200° @ 9
558,2020-07-24 06:00:00,14.0,2020-07-23 23:00:00,2020/07/23/2300Z,200° @ 9
559,2020-07-24 07:00:00,13.0,2020-07-24 00:00:00,2020/07/24/0000Z,230° @ 8
560,2020-07-24 08:00:00,12.0,2020-07-24 01:00:00,2020/07/24/0100Z,230° @ 8
561,2020-07-24 09:00:00,15.0,2020-07-24 02:00:00,2020/07/24/0200Z,230° @ 8
562,2020-07-24 10:00:00,17.0,2020-07-24 03:00:00,2020/07/24/0300Z,230° @ 3
563,2020-07-24 11:00:00,13.0,2020-07-24 04:00:00,2020/07/24/0400Z,230° @ 3
564,2020-07-24 12:00:00,,2020-07-24 05:00:00,2020/07/24/0500Z,230° @ 3
565,2020-07-24 13:00:00,,2020-07-24 06:00:00,2020/07/24/0600Z,170° @ 2
566,2020-07-24 14:00:00,,2020-07-24 07:00:00,2020/07/24/0700Z,170° @ 2
567,2020-07-24 15:00:00,,2020-07-24 08:00:00,2020/07/24/0800Z,170° @ 2
568,2020-07-24 16:00:00,13.0,2020-07-24 09:00:00,2020/07/24/0900Z,165° @ 4
569,2020-07-24 17:00:00,13.0,2020-07-24 10:00:00,2020/07/24/1000Z,165° @ 4
570,2020-07-24 18:00:00,17.0,2020-07-24 11:00:00,2020/07/24/1100Z,165° @ 4
571,2020-07-24 19:00:00,14.0,2020-07-24 12:00:00,2020/07/24/1200Z,130° @ 4
572,2020-07-24 20:00:00,19.0,2020-07-24 13:00:00,2020/07/24/1300Z,130° @ 4
573,2020-07-24 21:00:00,19.0,2020-07-24 14:00:00,2020/07/24/1400Z,130° @ 4
574,2020-07-24 22:00:00,23.0,2020-07-24 15:00:00,2020/07/24/1500Z,175° @ 11
575,2020-07-24 23:00:00,20.0,2020-07-24 16:00:00,2020/07/24/1600Z,175° @ 11
576,2020-07-25 00:00:00,10.0,2020-07-24 17:00:00,2020/07/24/1700Z,175° @ 11
577,2020-07-25 01:00:00,14.0,2020-07-24 18:00:00,2020/07/24/1800Z,190° @ 16
578,2020-07-25 02:00:00,12.0,2020-07-24 19:00:00,2020/07/24/1900Z,190° @ 16
579,2020-07-25 03:00:00,9.0,2020-07-24 20:00:00,2020/07/24/2000Z,190° @ 16
580,2020-07-25 04:00:00,12.0,2020-07-24 21:00:00,2020/07/24/2100Z,200° @ 13
581,2020-07-25 05:00:00,11.0,2020-07-24 22:00:00,2020/07/24/2200Z,200° @ 13
582,2020-07-25 06:00:00,14.0,2020-07-24 23:00:00,2020/07/24/2300Z,200° @ 13
583,2020-07-25 07:00:00,13.0,2020-07-25 00:00:00,2020/07/25/0000Z,200° @ 9
584,2020-07-25 08:00:00,12.0,2020-07-25 01:00:00,2020/07/25/0100Z,200° @ 9
585,2020-07-25 09:00:00,11.0,2020-07-25 02:00:00,2020/07/25/0200Z,200° @ 9
586,2020-07-25 10:00:00,17.0,2020-07-25 03:00:00,2020/07/25/0300Z,200° @ 6
587,2020-07-25 11:00:00,18.0,2020-07-25 04:00:00,2020/07/25/0400Z,200° @ 6
588,2020-07-25 12:00:00,17.0,2020-07-25 05:00:00,2020/07/25/0500Z,200° @ 6
589,2020-07-25 13:00:00,17.0,2020-07-25 06:00:00,2020/07/25/0600Z,140° @ 8
590,2020-07-25 14:00:00,14.0,2020-07-25 07:00:00,2020/07/25/0700Z,140° @ 8
591,2020-07-25 15:00:00,18.0,2020-07-25 08:00:00,2020/07/25/0800Z,140° @ 8
592,2020-07-25 16:00:00,17.0,2020-07-25 09:00:00,2020/07/25/0900Z,165° @ 13
593,2020-07-25 17:00:00,13.0,2020-07-25 10:00:00,2020/07/25/1000Z,165° @ 13
594,2020-07-25 18:00:00,16.0,2020-07-25 11:00:00,2020/07/25/1100Z,165° @ 13
595,2020-07-25 19:00:00,19.0,2020-07-25 12:00:00,2020/07/25/1200Z,175° @ 9
596,2020-07-25 20:00:00,17.0,2020-07-25 13:00:00,2020/07/25/1300Z,175° @ 9
597,2020-07-25 21:00:00,20.0,2020-07-25 14:00:00,2020/07/25/1400Z,175° @ 9
598,2020-07-25 22:00:00,22.0,2020-07-25 15:00:00,2020/07/25/1500Z,200° @ 11
599,2020-07-25 23:00:00,17.0,2020-07-25 16:00:00,2020/07/25/1600Z,200° @ 11
600,2020-07-26 00:00:00,18.0,2020-07-25 17:00:00,2020/07/25/1700Z,200° @ 11
601,2020-07-26 01:00:00,21.0,2020-07-25 18:00:00,2020/07/25/1800Z,190° @ 19
602,2020-07-26 02:00:00,18.0,2020-07-25 19:00:00,2020/07/25/1900Z,190° @ 19
603,2020-07-26 03:00:00,17.0,2020-07-25 20:00:00,2020/07/25/2000Z,190° @ 19
604,2020-07-26 04:00:00,18.0,2020-07-25 21:00:00,2020/07/25/2100Z,190° @ 22
605,2020-07-26 05:00:00,15.0,2020-07-25 22:00:00,2020/07/25/2200Z,190° @ 22
606,2020-07-26 06:00:00,20.0,2020-07-25 23:00:00,2020/07/25/2300Z,190° @ 22
607,2020-07-26 07:00:00,19.0,2020-07-26 00:00:00,2020/07/26/0000Z,205° @ 16
608,2020-07-26 08:00:00,23.0,2020-07-26 01:00:00,2020/07/26/0100Z,205° @ 16
609,2020-07-26 09:00:00,23.0,2020-07-26 02:00:00,2020/07/26/0200Z,205° @ 16
610,2020-07-26 10:00:00,23.0,2020-07-26 03:00:00,2020/07/26/0300Z,230° @ 11
611,2020-07-26 11:00:00,19.0,2020-07-26 04:00:00,2020/07/26/0400Z,230° @ 11
612,2020-07-26 12:00:00,26.0,2020-07-26 05:00:00,2020/07/26/0500Z,230° @ 11
613,2020-07-26 13:00:00,21.0,2020-07-26 06:00:00,2020/07/26/0600Z,175° @ 6
614,2020-07-26 14:00:00,20.0,2020-07-26 07:00:00,2020/07/26/0700Z,175° @ 6
615,2020-07-26 15:00:00,15.0,2020-07-26 08:00:00,2020/07/26/0800Z,175° @ 6
616,2020-07-26 16:00:00,18.0,2020-07-26 09:00:00,2020/07/26/0900Z,185° @ 7
617,2020-07-26 17:00:00,19.0,2020-07-26 10:00:00,2020/07/26/1000Z,185° @ 7
618,2020-07-26 18:00:00,20.0,2020-07-26 11:00:00,2020/07/26/1100Z,185° @ 7
619,2020-07-26 19:00:00,24.0,2020-07-26 12:00:00,2020/07/26/1200Z,170° @ 13
620,2020-07-26 20:00:00,27.0,2020-07-26 13:00:00,2020/07/26/1300Z,170° @ 13
621,2020-07-26 21:00:00,26.0,2020-07-26 14:00:00,2020/07/26/1400Z,170° @ 13
622,2020-07-26 22:00:00,18.0,2020-07-26 15:00:00,2020/07/26/1500Z,185° @ 13
623,2020-07-26 23:00:00,24.0,2020-07-26 16:00:00,2020/07/26/1600Z,185° @ 13
624,2020-07-27 00:00:00,20.0,2020-07-26 17:00:00,2020/07/26/1700Z,185° @ 13
625,2020-07-27 01:00:00,15.0,2020-07-26 18:00:00,2020/07/26/1800Z,195° @ 16
626,2020-07-27 02:00:00,15.0,2020-07-26 19:00:00,2020/07/26/1900Z,195° @ 16
627,2020-07-27 03:00:00,16.0,2020-07-26 20:00:00,2020/07/26/2000Z,195° @ 16
628,2020-07-27 04:00:00,17.0,2020-07-26 21:00:00,2020/07/26/2100Z,195° @ 15
629,2020-07-27 05:00:00,19.0,2020-07-26 22:00:00,2020/07/26/2200Z,195° @ 15
630,2020-07-27 06:00:00,17.0,2020-07-26 23:00:00,2020/07/26/2300Z,195° @ 15
631,2020-07-27 07:00:00,16.0,2020-07-27 00:00:00,2020/07/27/0000Z,205° @ 14
632,2020-07-27 08:00:00,17.0,2020-07-27 01:00:00,2020/07/27/0100Z,205° @ 14
633,2020-07-27 09:00:00,22.0,2020-07-27 02:00:00,2020/07/27/0200Z,205° @ 14
634,2020-07-27 10:00:00,26.0,2020-07-27 03:00:00,2020/07/27/0300Z,205° @ 9
635,2020-07-27 11:00:00,17.0,2020-07-27 04:00:00,2020/07/27/0400Z,205° @ 9
636,2020-07-27 12:00:00,20.0,2020-07-27 05:00:00,2020/07/27/0500Z,205° @ 9
637,2020-07-27 13:00:00,18.0,2020-07-27 06:00:00,2020/07/27/0600Z,190° @ 11
638,2020-07-27 14:00:00,19.0,2020-07-27 07:00:00,2020/07/27/0700Z,190° @ 11
639,2020-07-27 15:00:00,16.0,2020-07-27 08:00:00,2020/07/27/0800Z,190° @ 11
640,2020-07-27 16:00:00,17.0,2020-07-27 09:00:00,2020/07/27/0900Z,190° @ 9
641,2020-07-27 17:00:00,17.0,2020-07-27 10:00:00,2020/07/27/1000Z,190° @ 9
642,2020-07-27 18:00:00,16.0,2020-07-27 11:00:00,2020/07/27/1100Z,190° @ 9
643,2020-07-27 19:00:00,18.0,2020-07-27 12:00:00,2020/07/27/1200Z,230° @ 6
644,2020-07-27 20:00:00,17.0,2020-07-27 13:00:00,2020/07/27/1300Z,230° @ 6
645,2020-07-27 21:00:00,20.0,2020-07-27 14:00:00,2020/07/27/1400Z,230° @ 6
646,2020-07-27 22:00:00,15.0,2020-07-27 15:00:00,2020/07/27/1500Z,170° @ 4
647,2020-07-27 23:00:00,20.0,2020-07-27 16:00:00,2020/07/27/1600Z,170° @ 4
648,2020-07-28 00:00:00,13.0,2020-07-27 17:00:00,2020/07/27/1700Z,170° @ 4
649,2020-07-28 01:00:00,13.0,2020-07-27 18:00:00,2020/07/27/1800Z,170° @ 9
650,2020-07-28 02:00:00,12.0,2020-07-27 19:00:00,2020/07/27/1900Z,170° @ 9
651,2020-07-28 03:00:00,12.0,2020-07-27 20:00:00,2020/07/27/2000Z,170° @ 9
652,2020-07-28 04:00:00,10.0,2020-07-27 21:00:00,2020/07/27/2100Z,225° @ 10
653,2020-07-28 05:00:00,11.0,2020-07-27 22:00:00,2020/07/27/2200Z,225° @ 10
654,2020-07-28 06:00:00,10.0,2020-07-27 23:00:00,2020/07/27/2300Z,225° @ 10
655,2020-07-28 07:00:00,17.0,2020-07-28 00:00:00,2020/07/28/0000Z,210° @ 6
656,2020-07-28 08:00:00,10.0,2020-07-28 01:00:00,2020/07/28/0100Z,210° @ 6
657,2020-07-28 09:00:00,11.0,2020-07-28 02:00:00,2020/07/28/0200Z,210° @ 6
658,2020-07-28 10:00:00,14.0,2020-07-28 03:00:00,2020/07/28/0300Z,185° @ 8
659,2020-07-28 11:00:00,11.0,2020-07-28 04:00:00,2020/07/28/0400Z,185° @ 8
660,2020-07-28 12:00:00,9.0,2020-07-28 05:00:00,2020/07/28/0500Z,185° @ 8
661,2020-07-28 13:00:00,8.0,2020-07-28 06:00:00,2020/07/28/0600Z,205° @ 6
662,2020-07-28 14:00:00,8.0,2020-07-28 07:00:00,2020/07/28/0700Z,205° @ 6
663,2020-07-28 15:00:00,8.0,2020-07-28 08:00:00,2020/07/28/0800Z,205° @ 6
664,2020-07-28 16:00:00,12.0,2020-07-28 09:00:00,2020/07/28/0900Z,225° @ 10
665,2020-07-28 17:00:00,12.0,2020-07-28 10:00:00,2020/07/28/1000Z,225° @ 10
666,2020-07-28 18:00:00,12.0,2020-07-28 11:00:00,2020/07/28/1100Z,225° @ 10
667,2020-07-28 19:00:00,12.0,2020-07-28 12:00:00,2020/07/28/1200Z,235° @ 9
668,2020-07-28 20:00:00,16.0,2020-07-28 13:00:00,2020/07/28/1300Z,235° @ 9
669,2020-07-28 21:00:00,14.0,2020-07-28 14:00:00,2020/07/28/1400Z,235° @ 9
670,2020-07-28 22:00:00,10.0,2020-07-28 15:00:00,2020/07/28/1500Z,235° @ 17
671,2020-07-28 23:00:00,11.0,2020-07-28 16:00:00,2020/07/28/1600Z,235° @ 17
672,2020-07-29 00:00:00,14.0,2020-07-28 17:00:00,2020/07/28/1700Z,235° @ 17
673,2020-07-29 01:00:00,16.0,2020-07-28 18:00:00,2020/07/28/1800Z,240° @ 15
674,2020-07-29 02:00:00,8.0,2020-07-28 19:00:00,2020/07/28/1900Z,240° @ 15
675,2020-07-29 03:00:00,14.0,2020-07-28 20:00:00,2020/07/28/2000Z,240° @ 15
676,2020-07-29 04:00:00,9.0,2020-07-28 21:00:00,2020/07/28/2100Z,255° @ 18
677,2020-07-29 05:00:00,8.0,2020-07-28 22:00:00,2020/07/28/2200Z,255° @ 18
678,2020-07-29 06:00:00,11.0,2020-07-28 23:00:00,2020/07/28/2300Z,255° @ 18
679,2020-07-29 07:00:00,18.0,2020-07-29 00:00:00,2020/07/29/0000Z,275° @ 15
680,2020-07-29 08:00:00,11.0,2020-07-29 01:00:00,2020/07/29/0100Z,275° @ 15
681,2020-07-29 09:00:00,15.0,2020-07-29 02:00:00,2020/07/29/0200Z,275° @ 15
682,2020-07-29 10:00:00,17.0,2020-07-29 03:00:00,2020/07/29/0300Z,275° @ 11
683,2020-07-29 11:00:00,18.0,2020-07-29 04:00:00,2020/07/29/0400Z,275° @ 11
684,2020-07-29 12:00:00,14.0,2020-07-29 05:00:00,2020/07/29/0500Z,275° @ 11
685,2020-07-29 13:00:00,18.0,2020-07-29 06:00:00,2020/07/29/0600Z,250° @ 13
686,2020-07-29 14:00:00,13.0,2020-07-29 07:00:00,2020/07/29/0700Z,250° @ 13
687,2020-07-29 15:00:00,11.0,2020-07-29 08:00:00,2020/07/29/0800Z,250° @ 13
688,2020-07-29 16:00:00,13.0,2020-07-29 09:00:00,2020/07/29/0900Z,260° @ 14
689,2020-07-29 17:00:00,13.0,2020-07-29 10:00:00,2020/07/29/1000Z,260° @ 14
690,2020-07-29 18:00:00,10.0,2020-07-29 11:00:00,2020/07/29/1100Z,260° @ 14
691,2020-07-29 19:00:00,13.0,2020-07-29 12:00:00,2020/07/29/1200Z,260° @ 15
692,2020-07-29 20:00:00,11.0,2020-07-29 13:00:00,2020/07/29/1300Z,260° @ 15
693,2020-07-29 21:00:00,13.0,2020-07-29 14:00:00,2020/07/29/1400Z,260° @ 15
694,2020-07-29 22:00:00,13.0,2020-07-29 15:00:00,2020/07/29/1500Z,270° @ 17
695,2020-07-29 23:00:00,10.0,2020-07-29 16:00:00,2020/07/29/1600Z,270° @ 17
696,2020-07-30 00:00:00,11.0,2020-07-29 17:00:00,2020/07/29/1700Z,270° @ 17
697,2020-07-30 01:00:00,12.0,2020-07-29 18:00:00,2020/07/29/1800Z,270° @ 21
698,2020-07-30 02:00:00,12.0,2020-07-29 19:00:00,2020/07/29/1900Z,270° @ 21
699,2020-07-30 03:00:00,10.0,2020-07-29 20:00:00,2020/07/29/2000Z,270° @ 21
700,2020-07-30 04:00:00,9.0,2020-07-29 21:00:00,2020/07/29/2100Z,275° @ 19
701,2020-07-30 05:00:00,8.0,2020-07-29 22:00:00,2020/07/29/2200Z,275° @ 19
702,2020-07-30 06:00:00,8.0,2020-07-29 23:00:00,2020/07/29/2300Z,275° @ 19
703,2020-07-30 07:00:00,12.0,2020-07-30 00:00:00,2020/07/30/0000Z,300° @ 15
704,2020-07-30 08:00:00,16.0,2020-07-30 01:00:00,2020/07/30/0100Z,300° @ 15
705,2020-07-30 09:00:00,17.0,2020-07-30 02:00:00,2020/07/30/0200Z,300° @ 15
706,2020-07-30 10:00:00,13.0,2020-07-30 03:00:00,2020/07/30/0300Z,285° @ 14
707,2020-07-30 11:00:00,13.0,2020-07-30 04:00:00,2020/07/30/0400Z,285° @ 14
708,2020-07-30 12:00:00,13.0,2020-07-30 05:00:00,2020/07/30/0500Z,285° @ 14
709,2020-07-30 13:00:00,15.0,2020-07-30 06:00:00,2020/07/30/0600Z,265° @ 8
710,2020-07-30 14:00:00,16.0,2020-07-30 07:00:00,2020/07/30/0700Z,265° @ 8
711,2020-07-30 15:00:00,10.0,2020-07-30 08:00:00,2020/07/30/0800Z,265° @ 8
712,2020-07-30 16:00:00,10.0,2020-07-30 09:00:00,2020/07/30/0900Z,270° @ 12
713,2020-07-30 17:00:00,13.0,2020-07-30 10:00:00,2020/07/30/1000Z,270° @ 12
714,2020-07-30 18:00:00,14.0,2020-07-30 11:00:00,2020/07/30/1100Z,270° @ 12
715,2020-07-30 19:00:00,16.0,2020-07-30 12:00:00,2020/07/30/1200Z,295° @ 7
716,2020-07-30 20:00:00,17.0,2020-07-30 13:00:00,2020/07/30/1300Z,295° @ 7
717,2020-07-30 21:00:00,20.0,2020-07-30 14:00:00,2020/07/30/1400Z,295° @ 7
718,2020-07-30 22:00:00,19.0,2020-07-30 15:00:00,2020/07/30/1500Z,275° @ 11
719,2020-07-30 23:00:00,12.0,2020-07-30 16:00:00,2020/07/30/1600Z,275° @ 11
720,2020-07-31 00:00:00,15.0,2020-07-30 17:00:00,2020/07/30/1700Z,275° @ 11
721,2020-07-31 01:00:00,14.0,2020-07-30 18:00:00,2020/07/30/1800Z,280° @ 12
722,2020-07-31 02:00:00,12.0,2020-07-30 19:00:00,2020/07/30/1900Z,280° @ 12
723,2020-07-31 03:00:00,12.0,2020-07-30 20:00:00,2020/07/30/2000Z,280° @ 12
724,2020-07-31 04:00:00,11.0,2020-07-30 21:00:00,2020/07/30/2100Z,290° @ 11
725,2020-07-31 05:00:00,11.0,2020-07-30 22:00:00,2020/07/30/2200Z,290° @ 11
726,2020-07-31 06:00:00,10.0,2020-07-30 23:00:00,2020/07/30/2300Z,290° @ 11
727,2020-07-31 07:00:00,14.0,2020-07-31 00:00:00,2020/07/31/0000Z,305° @ 11
728,2020-07-31 08:00:00,20.0,2020-07-31 01:00:00,2020/07/31/0100Z,305° @ 11
729,2020-07-31 09:00:00,20.0,2020-07-31 02:00:00,2020/07/31/0200Z,305° @ 11
730,2020-07-31 10:00:00,19.0,2020-07-31 03:00:00,2020/07/31/0300Z,300° @ 12
731,2020-07-31 11:00:00,16.0,2020-07-31 04:00:00,2020/07/31/0400Z,300° @ 12
732,2020-07-31 12:00:00,21.0,2020-07-31 05:00:00,2020/07/31/0500Z,300° @ 12
733,2020-07-31 13:00:00,16.0,2020-07-31 06:00:00,2020/07/31/0600Z,305° @ 8
734,2020-07-31 14:00:00,10.0,2020-07-31 07:00:00,2020/07/31/0700Z,305° @ 8
735,2020-07-31 15:00:00,12.0,2020-07-31 08:00:00,2020/07/31/0800Z,305° @ 8
736,2020-07-31 16:00:00,14.0,2020-07-31 09:00:00,2020/07/31/0900Z,255° @ 5
737,2020-07-31 17:00:00,12.0,2020-07-31 10:00:00,2020/07/31/1000Z,255° @ 5
738,2020-07-31 18:00:00,13.0,2020-07-31 11:00:00,2020/07/31/1100Z,255° @ 5
739,2020-07-31 19:00:00,13.0,2020-07-31 12:00:00,2020/07/31/1200Z,270° @ 6
740,2020-07-31 20:00:00,17.0,2020-07-31 13:00:00,2020/07/31/1300Z,270° @ 6
741,2020-07-31 21:00:00,15.0,2020-07-31 14:00:00,2020/07/31/1400Z,270° @ 6
742,2020-07-31 22:00:00,15.0,2020-07-31 15:00:00,2020/07/31/1500Z,260° @ 11
743,2020-07-31 23:00:00,15.0,2020-07-31 16:00:00,2020/07/31/1600Z,260° @ 11
744,2020-08-01 00:00:00,14.0,2020-07-31 17:00:00,2020/07/31/1700Z,260° @ 11
745,2020-08-01 01:00:00,15.0,2020-07-31 18:00:00,2020/07/31/1800Z,260° @ 14
746,2020-08-01 02:00:00,12.0,2020-07-31 19:00:00,2020/07/31/1900Z,260° @ 14
747,2020-08-01 03:00:00,11.0,2020-07-31 20:00:00,2020/07/31/2000Z,260° @ 14
748,2020-08-01 04:00:00,10.0,2020-07-31 21:00:00,2020/07/31/2100Z,275° @ 24
749,2020-08-01 05:00:00,10.0,2020-07-31 22:00:00,2020/07/31/2200Z,275° @ 24
750,2020-08-01 06:00:00,13.0,2020-07-31 23:00:00,2020/07/31/2300Z,275° @ 24
751,2020-08-01 07:00:00,13.0,2020-08-01 00:00:00,2020/08/01/0000Z,290° @ 14
752,2020-08-01 08:00:00,18.0,2020-08-01 01:00:00,2020/08/01/0100Z,290° @ 14
753,2020-08-01 09:00:00,20.0,2020-08-01 02:00:00,2020/08/01/0200Z,290° @ 14
754,2020-08-01 10:00:00,18.0,2020-08-01 03:00:00,2020/08/01/0300Z,285° @ 18
755,2020-08-01 11:00:00,21.0,2020-08-01 04:00:00,2020/08/01/0400Z,285° @ 18
756,2020-08-01 12:00:00,14.0,2020-08-01 05:00:00,2020/08/01/0500Z,285° @ 18
757,2020-08-01 13:00:00,12.0,2020-08-01 06:00:00,2020/08/01/0600Z,290° @ 8
758,2020-08-01 14:00:00,13.0,2020-08-01 07:00:00,2020/08/01/0700Z,290° @ 8
759,2020-08-01 15:00:00,12.0,2020-08-01 08:00:00,2020/08/01/0800Z,290° @ 8
760,2020-08-01 16:00:00,11.0,2020-08-01 09:00:00,2020/08/01/0900Z,230° @ 9
761,2020-08-01 17:00:00,18.0,2020-08-01 10:00:00,2020/08/01/1000Z,230° @ 9
762,2020-08-01 18:00:00,15.0,2020-08-01 11:00:00,2020/08/01/1100Z,230° @ 9
763,2020-08-01 19:00:00,17.0,2020-08-01 12:00:00,2020/08/01/1200Z,290° @ 11
764,2020-08-01 20:00:00,15.0,2020-08-01 13:00:00,2020/08/01/1300Z,290° @ 11
765,2020-08-01 21:00:00,16.0,2020-08-01 14:00:00,2020/08/01/1400Z,290° @ 11
766,2020-08-01 22:00:00,21.0,2020-08-01 15:00:00,2020/08/01/1500Z,280° @ 18
767,2020-08-01 23:00:00,21.0,2020-08-01 16:00:00,2020/08/01/1600Z,280° @ 18
768,2020-08-02 00:00:00,21.0,2020-08-01 17:00:00,2020/08/01/1700Z,280° @ 18
769,2020-08-02 01:00:00,19.0,2020-08-01 18:00:00,2020/08/01/1800Z,275° @ 27
770,2020-08-02 02:00:00,25.0,2020-08-01 19:00:00,2020/08/01/1900Z,275° @ 27
771,2020-08-02 03:00:00,32.0,2020-08-01 20:00:00,2020/08/01/2000Z,275° @ 27
772,2020-08-02 04:00:00,20.0,2020-08-01 21:00:00,2020/08/01/2100Z,285° @ 31
773,2020-08-02 05:00:00,22.0,2020-08-01 22:00:00,2020/08/01/2200Z,285° @ 31
774,2020-08-02 06:00:00,18.0,2020-08-01 23:00:00,2020/08/01/2300Z,285° @ 31
775,2020-08-02 07:00:00,19.0,2020-08-02 00:00:00,2020/08/02/0000Z,310° @ 19
776,2020-08-02 08:00:00,19.0,2020-08-02 01:00:00,2020/08/02/0100Z,310° @ 19
777,2020-08-02 09:00:00,22.0,2020-08-02 02:00:00,2020/08/02/0200Z,310° @ 19
778,2020-08-02 10:00:00,22.0,2020-08-02 03:00:00,2020/08/02/0300Z,290° @ 21
779,2020-08-02 11:00:00,24.0,2020-08-02 04:00:00,2020/08/02/0400Z,290° @ 21
780,2020-08-02 12:00:00,29.0,2020-08-02 05:00:00,2020/08/02/0500Z,290° @ 21
781,2020-08-02 13:00:00,35.0,2020-08-02 06:00:00,2020/08/02/0600Z,285° @ 13
782,2020-08-02 14:00:00,9.0,2020-08-02 07:00:00,2020/08/02/0700Z,285° @ 13
783,2020-08-02 15:00:00,8.0,2020-08-02 08:00:00,2020/08/02/0800Z,285° @ 13
784,2020-08-02 16:00:00,9.0,2020-08-02 09:00:00,2020/08/02/0900Z,265° @ 14
785,2020-08-02 17:00:00,9.0,2020-08-02 10:00:00,2020/08/02/1000Z,265° @ 14
786,2020-08-02 18:00:00,10.0,2020-08-02 11:00:00,2020/08/02/1100Z,265° @ 14
787,2020-08-02 19:00:00,15.0,2020-08-02 12:00:00,2020/08/02/1200Z,295° @ 11
788,2020-08-02 20:00:00,10.0,2020-08-02 13:00:00,2020/08/02/1300Z,295° @ 11
789,2020-08-02 21:00:00,11.0,2020-08-02 14:00:00,2020/08/02/1400Z,295° @ 11
790,2020-08-02 22:00:00,14.0,2020-08-02 15:00:00,2020/08/02/1500Z,285° @ 15
791,2020-08-02 23:00:00,10.0,2020-08-02 16:00:00,2020/08/02/1600Z,285° @ 15
792,2020-08-03 00:00:00,12.0,2020-08-02 17:00:00,2020/08/02/1700Z,285° @ 15
793,2020-08-03 01:00:00,14.0,2020-08-02 18:00:00,2020/08/02/1800Z,280° @ 17
794,2020-08-03 02:00:00,17.0,2020-08-02 19:00:00,2020/08/02/1900Z,280° @ 17
795,2020-08-03 03:00:00,9.0,2020-08-02 20:00:00,2020/08/02/2000Z,280° @ 17
796,2020-08-03 04:00:00,11.0,2020-08-02 21:00:00,2020/08/02/2100Z,290° @ 15
797,2020-08-03 05:00:00,9.0,2020-08-02 22:00:00,2020/08/02/2200Z,290° @ 15
798,2020-08-03 06:00:00,12.0,2020-08-02 23:00:00,2020/08/02/2300Z,290° @ 15
799,2020-08-03 07:00:00,13.0,2020-08-03 00:00:00,2020/08/03/0000Z,270° @ 3
800,2020-08-03 08:00:00,17.0,2020-08-03 01:00:00,2020/08/03/0100Z,270° @ 3
801,2020-08-03 09:00:00,14.0,2020-08-03 02:00:00,2020/08/03/0200Z,270° @ 3
802,2020-08-03 10:00:00,14.0,2020-08-03 03:00:00,2020/08/03/0300Z,195° @ 11
803,2020-08-03 11:00:00,11.0,2020-08-03 04:00:00,2020/08/03/0400Z,195° @ 11
804,2020-08-03 12:00:00,10.0,2020-08-03 05:00:00,2020/08/03/0500Z,195° @ 11
805,2020-08-03 13:00:00,15.0,2020-08-03 06:00:00,2020/08/03/0600Z,205° @ 17
806,2020-08-03 14:00:00,15.0,2020-08-03 07:00:00,2020/08/03/0700Z,205° @ 17
807,2020-08-03 15:00:00,14.0,2020-08-03 08:00:00,2020/08/03/0800Z,205° @ 17
808,2020-08-03 16:00:00,9.0,2020-08-03 09:00:00,2020/08/03/0900Z,220° @ 30
809,2020-08-03 17:00:00,11.0,2020-08-03 10:00:00,2020/08/03/1000Z,220° @ 30
810,2020-08-03 18:00:00,13.0,2020-08-03 11:00:00,2020/08/03/1100Z,220° @ 30
811,2020-08-03 19:00:00,10.0,2020-08-03 12:00:00,2020/08/03/1200Z,215° @ 32
812,2020-08-03 20:00:00,15.0,2020-08-03 13:00:00,2020/08/03/1300Z,215° @ 32
813,2020-08-03 21:00:00,12.0,2020-08-03 14:00:00,2020/08/03/1400Z,215° @ 32
814,2020-08-03 22:00:00,16.0,2020-08-03 15:00:00,2020/08/03/1500Z,210° @ 28
815,2020-08-03 23:00:00,11.0,2020-08-03 16:00:00,2020/08/03/1600Z,210° @ 28
816,2020-08-04 00:00:00,9.0,2020-08-03 17:00:00,2020/08/03/1700Z,210° @ 28
817,2020-08-04 01:00:00,12.0,2020-08-03 18:00:00,2020/08/03/1800Z,180° @ 26
818,2020-08-04 02:00:00,12.0,2020-08-03 19:00:00,2020/08/03/1900Z,180° @ 26
819,2020-08-04 03:00:00,9.0,2020-08-03 20:00:00,2020/08/03/2000Z,180° @ 26
