date_time,PM2.5,temp,wind speed,wind dir,lat,long
2017-07-05 10:00:00,14.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-05 11:00:00,8.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-05 12:00:00,7.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-05 13:00:00,13.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-05 14:00:00,19.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-05 15:00:00,14.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-05 16:00:00,13.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-05 17:00:00,9.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-05 18:00:00,11.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-05 19:00:00,29.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-05 20:00:00,42.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-05 21:00:00,41.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-05 22:00:00,32.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-05 23:00:00,24.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 00:00:00,5.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 01:00:00,3.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 02:00:00,31.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 03:00:00,38.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 04:00:00,31.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 05:00:00,35.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 06:00:00,41.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 07:00:00,42.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 08:00:00,21.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 09:00:00,9.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 10:00:00,13.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 11:00:00,9.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 12:00:00,10.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 13:00:00,9.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 14:00:00,13.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 15:00:00,11.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 16:00:00,9.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 17:00:00,14.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 18:00:00,20.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 19:00:00,29.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 20:00:00,39.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 21:00:00,6.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 22:00:00,6.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-06 23:00:00,9.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-07 00:00:00,23.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-07 01:00:00,13.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-07 02:00:00,10.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-07 03:00:00,9.0,25.0,38.0,250.0,14.685833,100.871996
2017-07-07 04:00:00,7.0,24.6,37.0,255.0,14.685833,100.871996
2017-07-07 05:00:00,9.0,24.6,37.0,255.0,14.685833,100.871996
2017-07-07 06:00:00,17.0,24.6,37.0,255.0,14.685833,100.871996
2017-07-07 07:00:00,26.0,25.7,29.0,255.0,14.685833,100.871996
2017-07-07 08:00:00,27.0,25.7,29.0,255.0,14.685833,100.871996
2017-07-07 09:00:00,8.0,25.7,29.0,255.0,14.685833,100.871996
2017-07-07 10:00:00,8.0,29.3,25.0,250.0,14.685833,100.871996
2017-07-07 11:00:00,2.0,29.3,25.0,250.0,14.685833,100.871996
2017-07-07 12:00:00,10.0,29.3,25.0,250.0,14.685833,100.871996
2017-07-07 13:00:00,19.0,30.3,18.0,240.0,14.685833,100.871996
2017-07-07 14:00:00,10.0,30.3,18.0,240.0,14.685833,100.871996
2017-07-07 15:00:00,10.0,30.3,18.0,240.0,14.685833,100.871996
2017-07-07 16:00:00,17.0,29.7,21.0,245.0,14.685833,100.871996
2017-07-07 17:00:00,30.0,29.7,21.0,245.0,14.685833,100.871996
2017-07-07 18:00:00,19.0,29.7,21.0,245.0,14.685833,100.871996
2017-07-07 19:00:00,19.0,26.6,29.0,245.0,14.685833,100.871996
2017-07-07 20:00:00,12.0,26.6,29.0,245.0,14.685833,100.871996
2017-07-07 21:00:00,2.0,26.6,29.0,245.0,14.685833,100.871996
2017-07-07 22:00:00,5.0,25.8,29.0,255.0,14.685833,100.871996
2017-07-07 23:00:00,12.0,25.8,29.0,255.0,14.685833,100.871996
2017-07-08 00:00:00,14.0,25.8,29.0,255.0,14.685833,100.871996
2017-07-08 01:00:00,16.0,24.7,16.0,215.0,14.685833,100.871996
2017-07-08 02:00:00,16.0,24.7,16.0,215.0,14.685833,100.871996
2017-07-08 03:00:00,4.0,24.7,16.0,215.0,14.685833,100.871996
2017-07-08 04:00:00,10.0,24.4,16.0,215.0,14.685833,100.871996
2017-07-08 05:00:00,20.0,24.4,16.0,215.0,14.685833,100.871996
2017-07-08 06:00:00,15.0,24.4,16.0,215.0,14.685833,100.871996
2017-07-08 07:00:00,15.0,24.4,20.0,220.0,14.685833,100.871996
2017-07-08 08:00:00,14.0,24.4,20.0,220.0,14.685833,100.871996
2017-07-08 09:00:00,13.0,24.4,20.0,220.0,14.685833,100.871996
2017-07-08 10:00:00,9.0,25.1,19.0,215.0,14.685833,100.871996
2017-07-08 11:00:00,9.0,25.1,19.0,215.0,14.685833,100.871996
2017-07-08 12:00:00,2.0,25.1,19.0,215.0,14.685833,100.871996
2017-07-08 13:00:00,2.0,27.5,19.0,215.0,14.685833,100.871996
2017-07-08 14:00:00,2.0,27.5,19.0,215.0,14.685833,100.871996
2017-07-08 15:00:00,7.0,27.5,19.0,215.0,14.685833,100.871996
2017-07-08 16:00:00,14.0,27.6,20.0,220.0,14.685833,100.871996
2017-07-08 17:00:00,24.0,27.6,20.0,220.0,14.685833,100.871996
2017-07-08 18:00:00,37.0,27.6,20.0,220.0,14.685833,100.871996
2017-07-08 19:00:00,46.0,25.5,23.0,215.0,14.685833,100.871996
2017-07-08 20:00:00,50.0,25.5,23.0,215.0,14.685833,100.871996
2017-07-08 21:00:00,35.0,25.5,23.0,215.0,14.685833,100.871996
2017-07-08 22:00:00,24.0,25.2,22.0,225.0,14.685833,100.871996
2017-07-08 23:00:00,11.0,25.2,22.0,225.0,14.685833,100.871996
2017-07-09 00:00:00,19.0,25.2,22.0,225.0,14.685833,100.871996
2017-07-09 01:00:00,24.0,24.7,19.0,220.0,14.685833,100.871996
2017-07-09 02:00:00,22.0,24.7,19.0,220.0,14.685833,100.871996
2017-07-09 03:00:00,19.0,24.7,19.0,220.0,14.685833,100.871996
2017-07-09 04:00:00,19.0,24.2,19.0,225.0,14.685833,100.871996
2017-07-09 05:00:00,15.0,24.2,19.0,225.0,14.685833,100.871996
2017-07-09 06:00:00,25.0,24.2,19.0,225.0,14.685833,100.871996
2017-07-09 07:00:00,35.0,25.2,14.0,230.0,14.685833,100.871996
2017-07-09 08:00:00,53.0,25.2,14.0,230.0,14.685833,100.871996
2017-07-09 09:00:00,48.0,25.2,14.0,230.0,14.685833,100.871996
2017-07-09 10:00:00,16.0,30.0,13.0,220.0,14.685833,100.871996
2017-07-09 11:00:00,11.0,30.0,13.0,220.0,14.685833,100.871996
2017-07-09 12:00:00,9.0,30.0,13.0,220.0,14.685833,100.871996
2017-07-09 13:00:00,8.0,32.8,13.0,230.0,14.685833,100.871996
2017-07-09 14:00:00,7.0,32.8,13.0,230.0,14.685833,100.871996
2017-07-09 15:00:00,9.0,32.8,13.0,230.0,14.685833,100.871996
2017-07-09 16:00:00,6.0,33.1,13.0,230.0,14.685833,100.871996
2017-07-09 17:00:00,5.0,33.1,13.0,230.0,14.685833,100.871996
2017-07-09 18:00:00,9.0,33.1,13.0,230.0,14.685833,100.871996
2017-07-09 19:00:00,22.0,28.8,13.0,210.0,14.685833,100.871996
2017-07-09 20:00:00,36.0,28.8,13.0,210.0,14.685833,100.871996
2017-07-09 21:00:00,46.0,28.8,13.0,210.0,14.685833,100.871996
2017-07-09 22:00:00,47.0,26.9,10.0,225.0,14.685833,100.871996
2017-07-09 23:00:00,31.0,26.9,10.0,225.0,14.685833,100.871996
2017-07-10 00:00:00,12.0,26.9,10.0,225.0,14.685833,100.871996
2017-07-10 01:00:00,14.0,26.2,22.0,345.0,14.685833,100.871996
2017-07-10 02:00:00,33.0,26.2,22.0,345.0,14.685833,100.871996
2017-07-10 03:00:00,25.0,26.2,22.0,345.0,14.685833,100.871996
2017-07-10 04:00:00,11.0,25.5,20.0,350.0,14.685833,100.871996
2017-07-10 05:00:00,10.0,25.5,20.0,350.0,14.685833,100.871996
2017-07-10 06:00:00,17.0,25.5,20.0,350.0,14.685833,100.871996
2017-07-10 07:00:00,35.0,26.2,17.0,5.0,14.685833,100.871996
2017-07-10 08:00:00,42.0,26.2,17.0,5.0,14.685833,100.871996
2017-07-10 09:00:00,28.0,26.2,17.0,5.0,14.685833,100.871996
2017-07-10 10:00:00,22.0,30.1,12.0,5.0,14.685833,100.871996
2017-07-10 11:00:00,13.0,30.1,12.0,5.0,14.685833,100.871996
2017-07-10 12:00:00,7.0,30.1,12.0,5.0,14.685833,100.871996
2017-07-10 13:00:00,10.0,32.3,7.0,0.0,14.685833,100.871996
2017-07-10 14:00:00,15.0,32.3,7.0,0.0,14.685833,100.871996
2017-07-10 15:00:00,11.0,32.3,7.0,0.0,14.685833,100.871996
2017-07-10 16:00:00,15.0,32.6,7.0,10.0,14.685833,100.871996
2017-07-10 17:00:00,18.0,32.6,7.0,10.0,14.685833,100.871996
2017-07-10 18:00:00,23.0,32.6,7.0,10.0,14.685833,100.871996
2017-07-10 19:00:00,35.0,27.4,13.0,25.0,14.685833,100.871996
2017-07-10 20:00:00,42.0,27.4,13.0,25.0,14.685833,100.871996
2017-07-10 21:00:00,41.0,27.4,13.0,25.0,14.685833,100.871996
2017-07-10 22:00:00,42.0,26.0,10.0,40.0,14.685833,100.871996
2017-07-10 23:00:00,46.0,26.0,10.0,40.0,14.685833,100.871996
2017-07-11 00:00:00,43.0,26.0,10.0,40.0,14.685833,100.871996
2017-07-11 01:00:00,26.0,25.5,29.0,100.0,14.685833,100.871996
2017-07-11 02:00:00,1.0,25.5,29.0,100.0,14.685833,100.871996
2017-07-11 03:00:00,2.0,25.5,29.0,100.0,14.685833,100.871996
2017-07-11 04:00:00,15.0,24.6,32.0,90.0,14.685833,100.871996
2017-07-11 05:00:00,23.0,24.6,32.0,90.0,14.685833,100.871996
2017-07-11 06:00:00,26.0,24.6,32.0,90.0,14.685833,100.871996
2017-07-11 07:00:00,29.0,26.4,38.0,85.0,14.685833,100.871996
2017-07-11 08:00:00,24.0,26.4,38.0,85.0,14.685833,100.871996
2017-07-11 09:00:00,27.0,26.4,38.0,85.0,14.685833,100.871996
2017-07-11 10:00:00,25.0,30.3,45.0,85.0,14.685833,100.871996
2017-07-11 11:00:00,23.0,30.3,45.0,85.0,14.685833,100.871996
2017-07-11 12:00:00,22.0,30.3,45.0,85.0,14.685833,100.871996
2017-07-11 13:00:00,19.0,32.0,45.0,80.0,14.685833,100.871996
2017-07-11 14:00:00,24.0,32.0,45.0,80.0,14.685833,100.871996
2017-07-11 15:00:00,26.0,32.0,45.0,80.0,14.685833,100.871996
2017-07-11 16:00:00,24.0,31.6,42.0,70.0,14.685833,100.871996
2017-07-11 17:00:00,28.0,31.6,42.0,70.0,14.685833,100.871996
2017-07-11 18:00:00,26.0,31.6,42.0,70.0,14.685833,100.871996
2017-07-11 19:00:00,37.0,27.5,42.0,70.0,14.685833,100.871996
2017-07-11 20:00:00,49.0,27.5,42.0,70.0,14.685833,100.871996
2017-07-11 21:00:00,48.0,27.5,42.0,70.0,14.685833,100.871996
2017-07-11 22:00:00,40.0,26.6,46.0,70.0,14.685833,100.871996
2017-07-11 23:00:00,30.0,26.6,46.0,70.0,14.685833,100.871996
2017-07-12 00:00:00,19.0,26.6,46.0,70.0,14.685833,100.871996
2017-07-12 01:00:00,11.0,25.7,11.0,135.0,14.685833,100.871996
2017-07-12 02:00:00,19.0,25.7,11.0,135.0,14.685833,100.871996
2017-07-12 03:00:00,4.0,25.7,11.0,135.0,14.685833,100.871996
2017-07-12 04:00:00,1.0,25.0,10.0,120.0,14.685833,100.871996
2017-07-12 05:00:00,4.0,25.0,10.0,120.0,14.685833,100.871996
2017-07-12 06:00:00,9.0,25.0,10.0,120.0,14.685833,100.871996
2017-07-12 07:00:00,24.0,25.7,8.0,105.0,14.685833,100.871996
2017-07-12 08:00:00,38.0,25.7,8.0,105.0,14.685833,100.871996
2017-07-12 09:00:00,36.0,25.7,8.0,105.0,14.685833,100.871996
2017-07-12 10:00:00,34.0,29.7,11.0,100.0,14.685833,100.871996
2017-07-12 11:00:00,25.0,29.7,11.0,100.0,14.685833,100.871996
2017-07-12 12:00:00,17.0,29.7,11.0,100.0,14.685833,100.871996
2017-07-12 13:00:00,12.0,32.0,11.0,105.0,14.685833,100.871996
2017-07-12 14:00:00,10.0,32.0,11.0,105.0,14.685833,100.871996
2017-07-12 15:00:00,9.0,32.0,11.0,105.0,14.685833,100.871996
2017-07-12 16:00:00,13.0,31.1,10.0,100.0,14.685833,100.871996
2017-07-12 17:00:00,17.0,31.1,10.0,100.0,14.685833,100.871996
2017-07-12 18:00:00,28.0,31.1,10.0,100.0,14.685833,100.871996
2017-07-12 19:00:00,34.0,27.5,11.0,110.0,14.685833,100.871996
2017-07-12 20:00:00,38.0,27.5,11.0,110.0,14.685833,100.871996
2017-07-12 21:00:00,39.0,27.5,11.0,110.0,14.685833,100.871996
2017-07-12 22:00:00,34.0,26.5,12.0,90.0,14.685833,100.871996
2017-07-12 23:00:00,33.0,26.5,12.0,90.0,14.685833,100.871996
2017-07-13 00:00:00,28.0,26.5,12.0,90.0,14.685833,100.871996
2017-07-13 01:00:00,38.0,25.5,39.0,245.0,14.685833,100.871996
2017-07-13 02:00:00,46.0,25.5,39.0,245.0,14.685833,100.871996
2017-07-13 03:00:00,40.0,25.5,39.0,245.0,14.685833,100.871996
2017-07-13 04:00:00,37.0,24.8,38.0,250.0,14.685833,100.871996
2017-07-13 05:00:00,31.0,24.8,38.0,250.0,14.685833,100.871996
2017-07-13 06:00:00,29.0,24.8,38.0,250.0,14.685833,100.871996
2017-07-13 07:00:00,26.0,25.6,36.0,260.0,14.685833,100.871996
2017-07-13 08:00:00,20.0,25.6,36.0,260.0,14.685833,100.871996
2017-07-13 09:00:00,19.0,25.6,36.0,260.0,14.685833,100.871996
2017-07-13 10:00:00,17.0,29.3,36.0,260.0,14.685833,100.871996
2017-07-13 11:00:00,15.0,29.3,36.0,260.0,14.685833,100.871996
2017-07-13 12:00:00,14.0,29.3,36.0,260.0,14.685833,100.871996
2017-07-13 13:00:00,8.0,31.0,30.0,255.0,14.685833,100.871996
2017-07-13 14:00:00,8.0,31.0,30.0,255.0,14.685833,100.871996
2017-07-13 15:00:00,1.0,31.0,30.0,255.0,14.685833,100.871996
2017-07-13 16:00:00,11.0,30.6,35.0,250.0,14.685833,100.871996
2017-07-13 17:00:00,26.0,30.6,35.0,250.0,14.685833,100.871996
2017-07-13 18:00:00,57.0,30.6,35.0,250.0,14.685833,100.871996
2017-07-13 19:00:00,70.0,27.0,35.0,250.0,14.685833,100.871996
2017-07-13 20:00:00,57.0,27.0,35.0,250.0,14.685833,100.871996
2017-07-13 21:00:00,13.0,27.0,35.0,250.0,14.685833,100.871996
2017-07-13 22:00:00,15.0,26.1,38.0,245.0,14.685833,100.871996
2017-07-13 23:00:00,23.0,26.1,38.0,245.0,14.685833,100.871996
2017-07-14 00:00:00,16.0,26.1,38.0,245.0,14.685833,100.871996
2017-07-14 01:00:00,7.0,25.3,35.0,255.0,14.685833,100.871996
2017-07-14 02:00:00,7.0,25.3,35.0,255.0,14.685833,100.871996
2017-07-14 03:00:00,5.0,25.3,35.0,255.0,14.685833,100.871996
2017-07-14 04:00:00,9.0,25.0,36.0,265.0,14.685833,100.871996
2017-07-14 05:00:00,15.0,25.0,36.0,265.0,14.685833,100.871996
2017-07-14 06:00:00,24.0,25.0,36.0,265.0,14.685833,100.871996
2017-07-14 07:00:00,29.0,26.2,36.0,270.0,14.685833,100.871996
2017-07-14 08:00:00,31.0,26.2,36.0,270.0,14.685833,100.871996
2017-07-14 09:00:00,25.0,26.2,36.0,270.0,14.685833,100.871996
2017-07-14 10:00:00,15.0,30.2,33.0,260.0,14.685833,100.871996
2017-07-14 11:00:00,12.0,30.2,33.0,260.0,14.685833,100.871996
2017-07-14 12:00:00,5.0,30.2,33.0,260.0,14.685833,100.871996
2017-07-14 13:00:00,4.0,31.4,27.0,270.0,14.685833,100.871996
2017-07-14 14:00:00,2.0,31.4,27.0,270.0,14.685833,100.871996
2017-07-14 15:00:00,1.0,31.4,27.0,270.0,14.685833,100.871996
2017-07-14 16:00:00,6.0,30.7,34.0,255.0,14.685833,100.871996
2017-07-14 17:00:00,19.0,30.7,34.0,255.0,14.685833,100.871996
2017-07-14 18:00:00,19.0,30.7,34.0,255.0,14.685833,100.871996
2017-07-14 19:00:00,22.0,26.9,35.0,270.0,14.685833,100.871996
2017-07-14 20:00:00,10.0,26.9,35.0,270.0,14.685833,100.871996
2017-07-14 21:00:00,10.0,26.9,35.0,270.0,14.685833,100.871996
2017-07-14 22:00:00,5.0,25.7,44.0,275.0,14.685833,100.871996
2017-07-14 23:00:00,21.0,25.7,44.0,275.0,14.685833,100.871996
2017-07-15 00:00:00,25.0,25.7,44.0,275.0,14.685833,100.871996
2017-07-15 01:00:00,20.0,24.8,36.0,285.0,14.685833,100.871996
2017-07-15 02:00:00,18.0,24.8,36.0,285.0,14.685833,100.871996
2017-07-15 03:00:00,14.0,24.8,36.0,285.0,14.685833,100.871996
2017-07-15 04:00:00,7.0,24.3,39.0,275.0,14.685833,100.871996
2017-07-15 05:00:00,16.0,24.3,39.0,275.0,14.685833,100.871996
2017-07-15 06:00:00,26.0,24.3,39.0,275.0,14.685833,100.871996
2017-07-15 07:00:00,27.0,24.5,54.0,275.0,14.685833,100.871996
2017-07-15 08:00:00,26.0,24.5,54.0,275.0,14.685833,100.871996
2017-07-15 09:00:00,27.0,24.5,54.0,275.0,14.685833,100.871996
2017-07-15 10:00:00,7.0,25.0,58.0,280.0,14.685833,100.871996
2017-07-15 11:00:00,19.0,25.0,58.0,280.0,14.685833,100.871996
2017-07-15 12:00:00,14.0,25.0,58.0,280.0,14.685833,100.871996
2017-07-15 13:00:00,16.0,26.7,50.0,290.0,14.685833,100.871996
2017-07-15 14:00:00,14.0,26.7,50.0,290.0,14.685833,100.871996
2017-07-15 15:00:00,17.0,26.7,50.0,290.0,14.685833,100.871996
2017-07-15 16:00:00,17.0,27.0,55.0,285.0,14.685833,100.871996
2017-07-15 17:00:00,20.0,27.0,55.0,285.0,14.685833,100.871996
2017-07-15 18:00:00,31.0,27.0,55.0,285.0,14.685833,100.871996
2017-07-15 19:00:00,43.0,25.6,47.0,275.0,14.685833,100.871996
2017-07-15 20:00:00,55.0,25.6,47.0,275.0,14.685833,100.871996
