year,month,day,hour,temp,wind speed,wind dir,PM2.5
2017,7,3,11,29.3,19.0,250.0,22.0
2017,7,3,12,29.3,19.0,250.0,20.0
2017,7,3,13,31.6,25.0,255.0,18.0
2017,7,3,14,31.6,25.0,255.0,16.0
2017,7,3,15,31.6,25.0,255.0,19.0
2017,7,3,16,31.4,21.0,250.0,22.0
2017,7,3,17,31.4,21.0,250.0,27.0
2017,7,3,18,31.4,21.0,250.0,19.0
2017,7,3,19,25.0,34.0,275.0,19.0
2017,7,3,20,25.0,34.0,275.0,19.0
2017,7,3,21,25.0,34.0,275.0,16.0
2017,7,3,22,23.7,40.0,270.0,17.0
2017,7,3,23,23.7,40.0,270.0,20.0
2017,7,4,0,23.7,40.0,270.0,11.0
2017,7,4,1,22.9,40.0,265.0,15.0
2017,7,4,2,22.9,40.0,265.0,10.0
2017,7,4,3,22.9,40.0,265.0,15.0
2017,7,4,4,22.2,40.0,265.0,15.0
2017,7,4,5,22.2,40.0,265.0,22.0
2017,7,4,6,22.2,40.0,265.0,20.0
2017,7,4,7,23.5,38.0,265.0,15.0
2017,7,4,8,23.5,38.0,265.0,19.0
2017,7,4,9,23.5,38.0,265.0,24.0
2017,7,4,10,25.1,38.0,265.0,24.0
2017,7,4,11,25.1,38.0,265.0,26.0
2017,7,4,12,25.1,38.0,265.0,26.0
2017,7,4,13,27.9,28.0,265.0,22.0
2017,7,4,14,27.9,28.0,265.0,21.0
2017,7,4,15,27.9,28.0,265.0,21.0
2017,7,4,16,27.7,24.0,270.0,26.0
2017,7,4,17,27.7,24.0,270.0,26.0
2017,7,4,18,27.7,24.0,270.0,25.0
2017,7,4,19,23.6,31.0,275.0,24.0
2017,7,4,20,23.6,31.0,275.0,22.0
2017,7,4,21,23.6,31.0,275.0,20.0
2017,7,4,22,22.1,29.0,275.0,22.0
2017,7,4,23,22.1,29.0,275.0,20.0
2017,7,5,0,22.1,29.0,275.0,22.0
2017,7,5,1,21.3,15.0,255.0,17.0
2017,7,5,2,21.3,15.0,255.0,20.0
2017,7,5,3,21.3,15.0,255.0,16.0
2017,7,5,4,20.8,17.0,250.0,18.0
2017,7,5,5,20.8,17.0,250.0,18.0
2017,7,5,6,20.8,17.0,250.0,19.0
2017,7,5,7,23.1,27.0,260.0,15.0
2017,7,5,8,23.1,27.0,260.0,17.0
2017,7,5,9,23.1,27.0,260.0,18.0
2017,7,5,10,27.4,23.0,260.0,17.0
2017,7,5,11,27.4,23.0,260.0,17.0
2017,7,5,12,27.4,23.0,260.0,18.0
2017,7,5,13,30.6,15.0,240.0,19.0
2017,7,5,14,30.6,15.0,240.0,17.0
2017,7,5,15,30.6,15.0,240.0,17.0
2017,7,5,16,30.9,14.0,230.0,18.0
2017,7,5,17,30.9,14.0,230.0,15.0
2017,7,5,18,30.9,14.0,230.0,19.0
2017,7,5,19,25.1,21.0,270.0,17.0
2017,7,5,20,25.1,21.0,270.0,21.0
2017,7,5,21,25.1,21.0,270.0,29.0
2017,7,5,22,23.0,22.0,265.0,22.0
2017,7,5,23,23.0,22.0,265.0,21.0
2017,7,6,0,23.0,22.0,265.0,19.0
2017,7,6,1,21.3,14.0,265.0,13.0
2017,7,6,2,21.3,14.0,265.0,13.0
2017,7,6,3,21.3,14.0,265.0,25.0
2017,7,6,4,20.5,15.0,255.0,15.0
2017,7,6,5,20.5,15.0,255.0,19.0
2017,7,6,6,20.5,15.0,255.0,18.0
2017,7,6,7,23.9,13.0,260.0,14.0
2017,7,6,8,23.9,13.0,260.0,15.0
2017,7,6,9,23.9,13.0,260.0,16.0
2017,7,6,10,29.6,12.0,250.0,17.0
2017,7,6,11,29.6,12.0,250.0,11.0
2017,7,6,12,29.6,12.0,250.0,18.0
2017,7,6,13,32.1,12.0,250.0,20.0
2017,7,6,14,32.1,12.0,250.0,21.0
2017,7,6,15,32.1,12.0,250.0,21.0
2017,7,6,16,32.4,13.0,235.0,2.0
2017,7,6,17,32.4,13.0,235.0,6.0
2017,7,6,18,32.4,13.0,235.0,8.0
2017,7,6,19,25.4,8.0,255.0,7.0
2017,7,6,20,25.4,8.0,255.0,7.0
2017,7,6,21,25.4,8.0,255.0,14.0
2017,7,6,22,23.9,14.0,245.0,10.0
2017,7,6,23,23.9,14.0,245.0,12.0
2017,7,7,0,23.9,14.0,245.0,16.0
2017,7,7,1,22.3,16.0,250.0,11.0
2017,7,7,2,22.3,16.0,250.0,8.0
2017,7,7,3,22.3,16.0,250.0,8.0
2017,7,7,4,21.4,18.0,260.0,10.0
2017,7,7,5,21.4,18.0,260.0,8.0
2017,7,7,6,21.4,18.0,260.0,8.0
2017,7,7,7,24.4,16.0,260.0,12.0
2017,7,7,8,24.4,16.0,260.0,11.0
2017,7,7,9,24.4,16.0,260.0,13.0
2017,7,7,10,30.5,16.0,260.0,13.0
2017,7,7,11,30.5,16.0,260.0,18.0
2017,7,7,12,30.5,16.0,260.0,12.0
2017,7,7,13,32.6,15.0,250.0,15.0
2017,7,7,14,32.6,15.0,250.0,10.0
2017,7,7,15,32.6,15.0,250.0,8.0
2017,7,7,16,31.9,17.0,235.0,5.0
2017,7,7,17,31.9,17.0,235.0,15.0
2017,7,7,18,31.9,17.0,235.0,14.0
2017,7,7,19,25.6,20.0,265.0,19.0
2017,7,7,20,25.6,20.0,265.0,15.0
2017,7,7,21,25.6,20.0,265.0,15.0
2017,7,7,22,24.1,24.0,270.0,15.0
2017,7,7,23,24.1,24.0,270.0,16.0
2017,7,8,0,24.1,24.0,270.0,14.0
2017,7,8,1,23.1,19.0,275.0,8.0
2017,7,8,2,23.1,19.0,275.0,4.0
2017,7,8,3,23.1,19.0,275.0,6.0
2017,7,8,4,21.9,17.0,275.0,4.0
2017,7,8,5,21.9,17.0,275.0,3.0
2017,7,8,6,21.9,17.0,275.0,11.0
2017,7,8,7,24.5,24.0,270.0,9.0
2017,7,8,8,24.5,24.0,270.0,7.0
2017,7,8,9,24.5,24.0,270.0,16.0
2017,7,8,10,28.8,20.0,265.0,14.0
2017,7,8,11,28.8,20.0,265.0,16.0
2017,7,8,12,28.8,20.0,265.0,11.0
2017,7,8,13,32.2,12.0,245.0,9.0
2017,7,8,14,32.2,12.0,245.0,10.0
2017,7,8,15,32.2,12.0,245.0,8.0
2017,7,8,16,32.3,14.0,230.0,9.0
2017,7,8,17,32.3,14.0,230.0,12.0
2017,7,8,18,32.3,14.0,230.0,11.0
2017,7,8,19,26.3,16.0,250.0,9.0
2017,7,8,20,26.3,16.0,250.0,13.0
2017,7,8,21,26.3,16.0,250.0,11.0
2017,7,8,22,23.9,22.0,250.0,15.0
2017,7,8,23,23.9,22.0,250.0,13.0
2017,7,9,0,23.9,22.0,250.0,10.0
2017,7,9,1,22.7,14.0,255.0,7.0
2017,7,9,2,22.7,14.0,255.0,9.0
2017,7,9,3,22.7,14.0,255.0,9.0
2017,7,9,4,21.9,17.0,245.0,6.0
2017,7,9,5,21.9,17.0,245.0,8.0
2017,7,9,6,21.9,17.0,245.0,12.0
2017,7,9,7,24.3,17.0,255.0,8.0
2017,7,9,8,24.3,17.0,255.0,13.0
2017,7,9,9,24.3,17.0,255.0,12.0
2017,7,9,10,30.5,16.0,260.0,15.0
2017,7,9,11,30.5,16.0,260.0,13.0
2017,7,9,12,30.5,16.0,260.0,11.0
2017,7,9,13,32.7,13.0,240.0,12.0
2017,7,9,14,32.7,13.0,240.0,17.0
2017,7,9,15,32.7,13.0,240.0,6.0
2017,7,9,16,32.0,11.0,230.0,14.0
2017,7,9,17,32.0,11.0,230.0,7.0
2017,7,9,18,32.0,11.0,230.0,19.0
2017,7,9,19,26.7,11.0,260.0,15.0
2017,7,9,20,26.7,11.0,260.0,14.0
2017,7,9,21,26.7,11.0,260.0,9.0
2017,7,9,22,24.8,16.0,275.0,9.0
2017,7,9,23,24.8,16.0,275.0,9.0
2017,7,10,0,24.8,16.0,275.0,7.0
2017,7,10,1,23.1,11.0,280.0,6.0
2017,7,10,2,23.1,11.0,280.0,10.0
2017,7,10,3,23.1,11.0,280.0,12.0
2017,7,10,4,22.1,15.0,270.0,11.0
2017,7,10,5,22.1,15.0,270.0,6.0
2017,7,10,6,22.1,15.0,270.0,10.0
2017,7,10,7,24.1,24.0,275.0,7.0
2017,7,10,8,24.1,24.0,275.0,13.0
2017,7,10,9,24.1,24.0,275.0,17.0
2017,7,10,10,27.2,26.0,270.0,14.0
2017,7,10,11,27.2,26.0,270.0,16.0
2017,7,10,12,27.2,26.0,270.0,21.0
2017,7,10,13,29.8,23.0,275.0,17.0
2017,7,10,14,29.8,23.0,275.0,13.0
2017,7,10,15,29.8,23.0,275.0,16.0
2017,7,10,16,25.9,23.0,270.0,24.0
2017,7,10,17,25.9,23.0,270.0,14.0
2017,7,10,18,25.9,23.0,270.0,12.0
2017,7,10,19,23.6,23.0,275.0,20.0
2017,7,10,20,23.6,23.0,275.0,10.0
2017,7,10,21,23.6,23.0,275.0,8.0
2017,7,10,22,23.2,23.0,265.0,5.0
2017,7,10,23,23.2,23.0,265.0,11.0
2017,7,11,0,23.2,23.0,265.0,9.0
2017,7,11,1,22.5,28.0,290.0,3.0
2017,7,11,2,22.5,28.0,290.0,13.0
2017,7,11,3,22.5,28.0,290.0,9.0
2017,7,11,4,22.3,24.0,290.0,7.0
2017,7,11,5,22.3,24.0,290.0,7.0
2017,7,11,6,22.3,24.0,290.0,9.0
2017,7,11,7,23.1,22.0,290.0,11.0
2017,7,11,8,23.1,22.0,290.0,9.0
2017,7,11,9,23.1,22.0,290.0,16.0
2017,7,11,10,23.6,22.0,295.0,13.0
2017,7,11,11,23.6,22.0,295.0,15.0
2017,7,11,12,23.6,22.0,295.0,14.0
2017,7,11,13,28.9,23.0,290.0,20.0
2017,7,11,14,28.9,23.0,290.0,14.0
2017,7,11,15,28.9,23.0,290.0,12.0
2017,7,11,16,28.1,18.0,275.0,15.0
2017,7,11,17,28.1,18.0,275.0,10.0
2017,7,11,18,28.1,18.0,275.0,15.0
2017,7,11,19,24.0,11.0,290.0,12.0
2017,7,11,20,24.0,11.0,290.0,12.0
2017,7,11,21,24.0,11.0,290.0,18.0
2017,7,11,22,22.9,17.0,265.0,18.0
2017,7,11,23,22.9,17.0,265.0,15.0
2017,7,12,0,22.9,17.0,265.0,7.0
2017,7,12,1,22.5,8.0,260.0,5.0
2017,7,12,2,22.5,8.0,260.0,10.0
2017,7,12,3,22.5,8.0,260.0,8.0
2017,7,12,4,22.3,8.0,225.0,10.0
2017,7,12,5,22.3,8.0,225.0,10.0
2017,7,12,6,22.3,8.0,225.0,9.0
2017,7,12,7,23.0,12.0,250.0,12.0
2017,7,12,8,23.0,12.0,250.0,17.0
2017,7,12,9,23.0,12.0,250.0,10.0
2017,7,12,10,24.6,12.0,245.0,9.0
2017,7,12,11,24.6,12.0,245.0,13.0
2017,7,12,12,24.6,12.0,245.0,16.0
2017,7,12,13,29.3,10.0,250.0,15.0
2017,7,12,14,29.3,10.0,250.0,14.0
2017,7,12,15,29.3,10.0,250.0,9.0
2017,7,12,16,28.3,7.0,260.0,19.0
2017,7,12,17,28.3,7.0,260.0,19.0
2017,7,12,18,28.3,7.0,260.0,12.0
2017,7,12,19,24.5,13.0,235.0,9.0
2017,7,12,20,24.5,13.0,235.0,19.0
2017,7,12,21,24.5,13.0,235.0,7.0
2017,7,12,22,23.8,18.0,250.0,8.0
2017,7,12,23,23.8,18.0,250.0,8.0
2017,7,13,0,23.8,18.0,250.0,10.0
2017,7,13,1,23.0,19.0,255.0,7.0
2017,7,13,2,23.0,19.0,255.0,8.0
2017,7,13,3,23.0,19.0,255.0,5.0
2017,7,13,4,22.5,20.0,255.0,2.0
2017,7,13,5,22.5,20.0,255.0,11.0
2017,7,13,6,22.5,20.0,255.0,13.0
2017,7,13,7,22.7,13.0,255.0,11.0
2017,7,13,8,22.7,13.0,255.0,10.0
2017,7,13,9,22.7,13.0,255.0,14.0
2017,7,13,10,25.0,13.0,250.0,16.0
2017,7,13,11,25.0,13.0,250.0,16.0
2017,7,13,12,25.0,13.0,250.0,11.0
2017,7,13,13,29.8,15.0,255.0,10.0
2017,7,13,14,29.8,15.0,255.0,16.0
2017,7,13,15,29.8,15.0,255.0,12.0
2017,7,13,16,30.7,10.0,255.0,17.0
2017,7,13,17,30.7,10.0,255.0,13.0
2017,7,13,18,30.7,10.0,255.0,15.0
2017,7,13,19,25.2,20.0,260.0,20.0
2017,7,13,20,25.2,20.0,260.0,14.0
2017,7,13,21,25.2,20.0,260.0,15.0
2017,7,13,22,23.8,21.0,255.0,16.0
2017,7,13,23,23.8,21.0,255.0,13.0
2017,7,14,0,23.8,21.0,255.0,12.0
2017,7,14,1,23.0,27.0,240.0,15.0
2017,7,14,2,23.0,27.0,240.0,14.0
2017,7,14,3,23.0,27.0,240.0,10.0
2017,7,14,4,22.0,26.0,245.0,12.0
2017,7,14,5,22.0,26.0,245.0,13.0
2017,7,14,6,22.0,26.0,245.0,17.0
2017,7,14,7,24.1,21.0,245.0,14.0
2017,7,14,8,24.1,21.0,245.0,17.0
2017,7,14,9,24.1,21.0,245.0,15.0
2017,7,14,10,29.7,16.0,255.0,18.0
2017,7,14,11,29.7,16.0,255.0,14.0
2017,7,14,12,29.7,16.0,255.0,18.0
2017,7,14,13,32.4,12.0,260.0,19.0
2017,7,14,14,32.4,12.0,260.0,22.0
2017,7,14,15,32.4,12.0,260.0,20.0
2017,7,14,16,31.9,9.0,265.0,19.0
2017,7,14,17,31.9,9.0,265.0,15.0
2017,7,14,18,31.9,9.0,265.0,18.0
2017,7,14,19,25.3,12.0,250.0,20.0
2017,7,14,20,25.3,12.0,250.0,14.0
2017,7,14,21,25.3,12.0,250.0,12.0
2017,7,14,22,24.2,14.0,245.0,13.0
2017,7,14,23,24.2,14.0,245.0,17.0
2017,7,15,0,24.2,14.0,245.0,13.0
2017,7,15,1,23.8,15.0,235.0,5.0
2017,7,15,2,23.8,15.0,235.0,11.0
2017,7,15,3,23.8,15.0,235.0,7.0
2017,7,15,4,22.6,17.0,245.0,9.0
2017,7,15,5,22.6,17.0,245.0,11.0
2017,7,15,6,22.6,17.0,245.0,11.0
2017,7,15,7,24.6,13.0,245.0,12.0
2017,7,15,8,24.6,13.0,245.0,10.0
2017,7,15,9,24.6,13.0,245.0,10.0
2017,7,15,10,29.4,12.0,270.0,7.0
2017,7,15,11,29.4,12.0,270.0,17.0
2017,7,15,12,29.4,12.0,270.0,21.0
2017,7,15,13,31.1,14.0,250.0,24.0
2017,7,15,14,31.1,14.0,250.0,11.0
2017,7,15,15,31.1,14.0,250.0,16.0
2017,7,15,16,30.4,14.0,250.0,7.0
2017,7,15,17,30.4,14.0,250.0,13.0
2017,7,15,18,30.4,14.0,250.0,13.0
2017,7,15,19,25.5,17.0,255.0,12.0
2017,7,15,20,25.5,17.0,255.0,9.0
2017,7,15,21,25.5,17.0,255.0,8.0
2017,7,15,22,24.1,21.0,270.0,10.0
2017,7,15,23,24.1,21.0,270.0,12.0
2017,7,16,0,24.1,21.0,270.0,10.0
2017,7,16,1,22.7,7.0,230.0,8.0
2017,7,16,2,22.7,7.0,230.0,12.0
2017,7,16,3,22.7,7.0,230.0,9.0
2017,7,16,4,22.6,3.0,250.0,7.0
2017,7,16,5,22.6,3.0,250.0,10.0
2017,7,16,6,22.6,3.0,250.0,13.0
2017,7,16,7,24.4,4.0,110.0,10.0
2017,7,16,8,24.4,4.0,110.0,9.0
2017,7,16,9,24.4,4.0,110.0,13.0
2017,7,16,10,29.9,3.0,90.0,10.0
2017,7,16,11,29.9,3.0,90.0,9.0
2017,7,16,12,29.9,3.0,90.0,7.0
2017,7,16,13,29.9,3.0,85.0,11.0
2017,7,16,14,29.9,3.0,85.0,15.0
2017,7,16,15,29.9,3.0,85.0,15.0
2017,7,16,16,30.9,5.0,95.0,15.0
2017,7,16,17,30.9,5.0,95.0,10.0
2017,7,16,18,30.9,5.0,95.0,12.0
2017,7,16,19,25.0,1.0,215.0,18.0
2017,7,16,20,25.0,1.0,215.0,21.0
2017,7,16,21,25.0,1.0,215.0,12.0
2017,7,16,22,23.6,4.0,190.0,14.0
2017,7,16,23,23.6,4.0,190.0,16.0
2017,7,17,0,23.6,4.0,190.0,14.0
2017,7,17,1,22.5,8.0,245.0,12.0
2017,7,17,2,22.5,8.0,245.0,10.0
2017,7,17,3,22.5,8.0,245.0,14.0
2017,7,17,4,21.6,10.0,300.0,10.0
2017,7,17,5,21.6,10.0,300.0,13.0
2017,7,17,6,21.6,10.0,300.0,14.0
2017,7,17,7,24.6,13.0,325.0,16.0
2017,7,17,8,24.6,13.0,325.0,19.0
2017,7,17,9,24.6,13.0,325.0,15.0
2017,7,17,10,30.2,12.0,345.0,19.0
2017,7,17,11,30.2,12.0,345.0,14.0
2017,7,17,12,30.2,12.0,345.0,14.0
2017,7,17,13,29.0,6.0,0.0,15.0
2017,7,17,14,29.0,6.0,0.0,14.0
2017,7,17,15,29.0,6.0,0.0,11.0
2017,7,17,16,26.7,16.0,340.0,16.0
2017,7,17,17,26.7,16.0,340.0,23.0
2017,7,17,18,26.7,16.0,340.0,20.0
2017,7,17,19,24.3,27.0,315.0,15.0
2017,7,17,20,24.3,27.0,315.0,7.0
2017,7,17,21,24.3,27.0,315.0,11.0
2017,7,17,22,24.0,21.0,315.0,15.0
2017,7,17,23,24.0,21.0,315.0,10.0
2017,7,18,0,24.0,21.0,315.0,12.0
2017,7,18,1,23.6,17.0,270.0,12.0
2017,7,18,2,23.6,17.0,270.0,13.0
2017,7,18,3,23.6,17.0,270.0,12.0
2017,7,18,4,22.7,23.0,210.0,15.0
2017,7,18,5,22.7,23.0,210.0,13.0
2017,7,18,6,22.7,23.0,210.0,18.0
2017,7,18,7,22.7,40.0,220.0,10.0
2017,7,18,8,22.7,40.0,220.0,10.0
2017,7,18,9,22.7,40.0,220.0,13.0
2017,7,18,10,24.1,30.0,235.0,10.0
2017,7,18,11,24.1,30.0,235.0,8.0
2017,7,18,12,24.1,30.0,235.0,7.0
2017,7,18,13,24.9,25.0,230.0,13.0
2017,7,18,14,24.9,25.0,230.0,9.0
2017,7,18,15,24.9,25.0,230.0,6.0
2017,7,18,16,26.8,30.0,240.0,14.0
2017,7,18,17,26.8,30.0,240.0,14.0
2017,7,18,18,26.8,30.0,240.0,17.0
2017,7,18,19,24.3,24.0,245.0,16.0
2017,7,18,20,24.3,24.0,245.0,14.0
2017,7,18,21,24.3,24.0,245.0,14.0
2017,7,18,22,22.6,29.0,245.0,16.0
2017,7,18,23,22.6,29.0,245.0,14.0
2017,7,19,0,22.6,29.0,245.0,9.0
2017,7,19,1,22.1,32.0,245.0,10.0
2017,7,19,2,22.1,32.0,245.0,10.0
2017,7,19,3,22.1,32.0,245.0,9.0
2017,7,19,4,21.5,36.0,250.0,8.0
2017,7,19,5,21.5,36.0,250.0,10.0
2017,7,19,6,21.5,36.0,250.0,20.0
2017,7,19,7,23.3,22.0,240.0,13.0
2017,7,19,8,23.3,22.0,240.0,13.0
2017,7,19,9,23.3,22.0,240.0,12.0
2017,7,19,10,24.6,25.0,255.0,11.0
2017,7,19,11,24.6,25.0,255.0,13.0
2017,7,19,12,24.6,25.0,255.0,17.0
2017,7,19,13,31.4,24.0,265.0,20.0
2017,7,19,14,31.4,24.0,265.0,17.0
2017,7,19,15,31.4,24.0,265.0,17.0
2017,7,19,16,30.4,18.0,270.0,17.0
2017,7,19,17,30.4,18.0,270.0,7.0
2017,7,19,18,30.4,18.0,270.0,13.0
2017,7,19,19,24.3,28.0,285.0,20.0
2017,7,19,20,24.3,28.0,285.0,21.0
2017,7,19,21,24.3,28.0,285.0,13.0
2017,7,19,22,23.4,28.0,285.0,17.0
2017,7,19,23,23.4,28.0,285.0,18.0
2017,7,20,0,23.4,28.0,285.0,17.0
2017,7,20,1,22.6,25.0,290.0,10.0
2017,7,20,2,22.6,25.0,290.0,8.0
2017,7,20,3,22.6,25.0,290.0,11.0
2017,7,20,4,22.2,24.0,285.0,16.0
2017,7,20,5,22.2,24.0,285.0,11.0
2017,7,20,6,22.2,24.0,285.0,15.0
2017,7,20,7,23.3,31.0,285.0,13.0
2017,7,20,8,23.3,31.0,285.0,17.0
2017,7,20,9,23.3,31.0,285.0,19.0
2017,7,20,10,25.4,28.0,285.0,16.0
2017,7,20,11,25.4,28.0,285.0,16.0
2017,7,20,12,25.4,28.0,285.0,20.0
2017,7,20,13,28.8,23.0,290.0,21.0
2017,7,20,14,28.8,23.0,290.0,17.0
2017,7,20,15,28.8,23.0,290.0,18.0
2017,7,20,16,30.0,16.0,280.0,18.0
2017,7,20,17,30.0,16.0,280.0,15.0
2017,7,20,18,30.0,16.0,280.0,18.0
2017,7,20,19,24.7,15.0,300.0,10.0
2017,7,20,20,24.7,15.0,300.0,13.0
2017,7,20,21,24.7,15.0,300.0,17.0
2017,7,20,22,23.8,14.0,280.0,17.0
2017,7,20,23,23.8,14.0,280.0,9.0
2017,7,21,0,23.8,14.0,280.0,17.0
2017,7,21,1,22.8,14.0,275.0,9.0
2017,7,21,2,22.8,14.0,275.0,6.0
2017,7,21,3,22.8,14.0,275.0,12.0
2017,7,21,4,22.4,14.0,280.0,10.0
2017,7,21,5,22.4,14.0,280.0,14.0
2017,7,21,6,22.4,14.0,280.0,16.0
2017,7,21,7,22.8,13.0,280.0,19.0
2017,7,21,8,22.8,13.0,280.0,14.0
2017,7,21,9,22.8,13.0,280.0,14.0
2017,7,21,10,23.4,13.0,290.0,18.0
2017,7,21,11,23.4,13.0,290.0,23.0
2017,7,21,12,23.4,13.0,290.0,19.0
2017,7,21,13,27.4,7.0,285.0,12.0
2017,7,21,14,27.4,7.0,285.0,12.0
2017,7,21,15,27.4,7.0,285.0,18.0
2017,7,21,16,29.2,2.0,290.0,17.0
2017,7,21,17,29.2,2.0,290.0,16.0
2017,7,21,18,29.2,2.0,290.0,13.0
2017,7,21,19,24.3,6.0,220.0,16.0
2017,7,21,20,24.3,6.0,220.0,15.0
2017,7,21,21,24.3,6.0,220.0,18.0
2017,7,21,22,23.2,11.0,215.0,15.0
2017,7,21,23,23.2,11.0,215.0,19.0
2017,7,22,0,23.2,11.0,215.0,19.0
2017,7,22,1,22.9,13.0,220.0,14.0
2017,7,22,2,22.9,13.0,220.0,17.0
2017,7,22,3,22.9,13.0,220.0,20.0
2017,7,22,4,22.2,9.0,220.0,19.0
2017,7,22,5,22.2,9.0,220.0,12.0
2017,7,22,6,22.2,9.0,220.0,14.0
2017,7,22,7,22.6,7.0,180.0,17.0
2017,7,22,8,22.6,7.0,180.0,20.0
2017,7,22,9,22.6,7.0,180.0,17.0
2017,7,22,10,23.8,7.0,170.0,19.0
2017,7,22,11,23.8,7.0,170.0,11.0
2017,7,22,12,23.8,7.0,170.0,10.0
2017,7,22,13,26.4,3.0,235.0,8.0
2017,7,22,14,26.4,3.0,235.0,10.0
2017,7,22,15,26.4,3.0,235.0,9.0
2017,7,22,16,27.6,5.0,205.0,6.0
2017,7,22,17,27.6,5.0,205.0,12.0
2017,7,22,18,27.6,5.0,205.0,13.0
2017,7,22,19,24.0,19.0,205.0,10.0
2017,7,22,20,24.0,19.0,205.0,13.0
2017,7,22,21,24.0,19.0,205.0,14.0
2017,7,22,22,23.2,24.0,220.0,14.0
2017,7,22,23,23.2,24.0,220.0,13.0
2017,7,23,0,23.2,24.0,220.0,12.0
2017,7,23,1,22.6,20.0,240.0,10.0
2017,7,23,2,22.6,20.0,240.0,8.0
2017,7,23,3,22.6,20.0,240.0,11.0
2017,7,23,4,22.1,14.0,255.0,8.0
2017,7,23,5,22.1,14.0,255.0,15.0
2017,7,23,6,22.1,14.0,255.0,10.0
2017,7,23,7,23.1,9.0,250.0,11.0
2017,7,23,8,23.1,9.0,250.0,11.0
2017,7,23,9,23.1,9.0,250.0,13.0
2017,7,23,10,29.5,8.0,250.0,13.0
2017,7,23,11,29.5,8.0,250.0,13.0
2017,7,23,12,29.5,8.0,250.0,13.0
2017,7,23,13,31.7,6.0,255.0,9.0
2017,7,23,14,31.7,6.0,255.0,13.0
2017,7,23,15,31.7,6.0,255.0,15.0
2017,7,23,16,29.4,8.0,245.0,16.0
2017,7,23,17,29.4,8.0,245.0,13.0
2017,7,23,18,29.4,8.0,245.0,11.0
2017,7,23,19,24.6,17.0,265.0,15.0
2017,7,23,20,24.6,17.0,265.0,17.0
2017,7,23,21,24.6,17.0,265.0,15.0
2017,7,23,22,23.5,18.0,280.0,12.0
2017,7,23,23,23.5,18.0,280.0,15.0
2017,7,24,0,23.5,18.0,280.0,11.0
2017,7,24,1,22.8,19.0,295.0,12.0
2017,7,24,2,22.8,19.0,295.0,15.0
2017,7,24,3,22.8,19.0,295.0,9.0
2017,7,24,4,22.3,18.0,295.0,15.0
